Institute_Type,College_Code,College_Name,CAP_Seats,Choice_Code,Course_Name,SI,MS_Seats,Minority_Seats,All_India,Institute_Seats,Orphan,Row_Type,OPEN_G,OPEN_L,SC_G,SC_L,ST_G,ST_L,VJ/DT_G,VJ/DT_L,NTB_G,NTB_L,NTC_G,NTC_L,NTD_G,NTD_L,OBC_G,OBC_L,SEBC_G,SEBC_L,Total_G+L
Un-Aided,05179,"Vishwabharati Academy's College of Engineering, Ahmednagar",84,0517924510,Computer Engineering,90,70,0,14,6,1,HU,12,5,4,1,2,1,1,0,2,0,1,0,1,0,6,2,4,1,43
Un-Aided,05179,"Vishwabharati Academy's College of Engineering, Ahmednagar",84,0517924510,Computer Engineering,90,70,0,14,6,1,OHU,5,2,1,1,2,0,1,0,0,0,1,0,0,0,2,1,1,1,18
Un-Aided,05179,"Vishwabharati Academy's College of Engineering, Ahmednagar",84,0517924510,Computer Engineering,90,70,0,14,6,1,PWD,2,1,0,0,0,0,0,1,0,4,,,,,,,,,
Un-Aided,05179,"Vishwabharati Academy's College of Engineering, Ahmednagar",84,0517924510,Computer Engineering,90,70,0,14,6,1,DEF,2,1,0,0,0,0,0,1,0,4,,,,,,,,,
Un-Aided,05179,"Vishwabharati Academy's College of Engineering, Ahmednagar",84,0517924510,Computer Engineering,90,70,0,14,6,1,EWS,,,,,,,,,,,,,,,,,,,9
Un-Aided,05179,"Vishwabharati Academy's College of Engineering, Ahmednagar",60,0517926310,Artificial Intelligence (AI) and Data Science,60,51,0,9,0,1,HU,9,4,3,1,2,1,1,1,0,0,0,1,1,0,3,2,2,1,32
Un-Aided,05179,"Vishwabharati Academy's College of Engineering, Ahmednagar",60,0517926310,Artificial Intelligence (AI) and Data Science,60,51,0,9,0,1,OHU,4,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,2,0,14
Un-Aided,05179,"Vishwabharati Academy's College of Engineering, Ahmednagar",60,0517926310,Artificial Intelligence (AI) and Data Science,60,51,0,9,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05179,"Vishwabharati Academy's College of Engineering, Ahmednagar",60,0517926310,Artificial Intelligence (AI) and Data Science,60,51,0,9,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05179,"Vishwabharati Academy's College of Engineering, Ahmednagar",60,0517926310,Artificial Intelligence (AI) and Data Science,60,51,0,9,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05179,"Vishwabharati Academy's College of Engineering, Ahmednagar",60,0517929310,Electrical Engineering,60,51,0,9,0,1,HU,9,4,3,1,2,0,0,0,1,1,1,0,0,1,4,2,3,1,33
Un-Aided,05179,"Vishwabharati Academy's College of Engineering, Ahmednagar",60,0517929310,Electrical Engineering,60,51,0,9,0,1,OHU,3,2,2,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,13
Un-Aided,05179,"Vishwabharati Academy's College of Engineering, Ahmednagar",60,0517929310,Electrical Engineering,60,51,0,9,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05179,"Vishwabharati Academy's College of Engineering, Ahmednagar",60,0517929310,Electrical Engineering,60,51,0,9,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05179,"Vishwabharati Academy's College of Engineering, Ahmednagar",60,0517929310,Electrical Engineering,60,51,0,9,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05179,"Vishwabharati Academy's College of Engineering, Ahmednagar",60,0517961210,Mechanical Engineering,60,51,0,9,0,1,HU,9,4,3,2,2,1,2,0,0,0,1,1,1,0,4,1,2,1,34
Un-Aided,05179,"Vishwabharati Academy's College of Engineering, Ahmednagar",60,0517961210,Mechanical Engineering,60,51,0,9,0,1,OHU,4,1,0,1,1,0,0,0,0,1,0,0,0,0,2,0,2,0,12
Un-Aided,05179,"Vishwabharati Academy's College of Engineering, Ahmednagar",60,0517961210,Mechanical Engineering,60,51,0,9,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05179,"Vishwabharati Academy's College of Engineering, Ahmednagar",60,0517961210,Mechanical Engineering,60,51,0,9,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05179,"Vishwabharati Academy's College of Engineering, Ahmednagar",60,0517961210,Mechanical Engineering,60,51,0,9,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05179,"Vishwabharati Academy's College of Engineering, Ahmednagar",60,0517984410,Electronics and Computer Engineering,60,51,0,9,0,1,HU,9,4,4,1,1,1,0,1,1,0,1,0,0,0,4,2,3,1,33
Un-Aided,05179,"Vishwabharati Academy's College of Engineering, Ahmednagar",60,0517984410,Electronics and Computer Engineering,60,51,0,9,0,1,OHU,3,2,2,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,13
Un-Aided,05179,"Vishwabharati Academy's College of Engineering, Ahmednagar",60,0517984410,Electronics and Computer Engineering,60,51,0,9,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05179,"Vishwabharati Academy's College of Engineering, Ahmednagar",60,0517984410,Electronics and Computer Engineering,60,51,0,9,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05179,"Vishwabharati Academy's College of Engineering, Ahmednagar",60,0517984410,Electronics and Computer Engineering,60,51,0,9,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",56,0518119110,Civil Engineering,60,47,0,9,4,0,HU,9,3,2,2,2,1,1,0,0,1,1,0,1,1,4,2,1,1,32
Un-Aided,05181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",56,0518119110,Civil Engineering,60,47,0,9,4,0,OHU,4,1,1,1,0,1,0,1,0,0,0,0,0,0,2,0,2,0,13
Un-Aided,05181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",56,0518119110,Civil Engineering,60,47,0,9,4,0,PWD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,
Un-Aided,05181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",56,0518119110,Civil Engineering,60,47,0,9,4,0,DEF,1,0,0,0,0,0,0,0,0,1,,,,,,,,,
Un-Aided,05181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",56,0518119110,Civil Engineering,60,47,0,9,4,0,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",96,0518124510,Computer Engineering,120,78,0,18,24,1,HU,14,6,5,1,2,1,1,0,1,0,1,1,0,0,7,3,4,2,49
Un-Aided,05181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",96,0518124510,Computer Engineering,120,78,0,18,24,1,OHU,5,2,2,0,2,0,1,0,1,0,1,0,0,1,2,1,1,1,20
Un-Aided,05181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",96,0518124510,Computer Engineering,120,78,0,18,24,1,PWD,2,1,0,0,0,0,0,1,0,4,,,,,,,,,
Un-Aided,05181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",96,0518124510,Computer Engineering,120,78,0,18,24,1,DEF,2,1,0,0,0,0,0,1,0,4,,,,,,,,,
Un-Aided,05181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",96,0518124510,Computer Engineering,120,78,0,18,24,1,EWS,,,,,,,,,,,,,,,,,,,12
Un-Aided,05181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",110,0518129310,Electrical Engineering,120,92,0,18,10,1,HU,16,7,4,3,3,1,1,1,1,1,2,0,2,0,8,3,4,1,58
Un-Aided,05181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",110,0518129310,Electrical Engineering,120,92,0,18,10,1,OHU,6,3,2,1,1,1,1,0,0,0,1,0,0,0,3,2,2,0,23
Un-Aided,05181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",110,0518129310,Electrical Engineering,120,92,0,18,10,1,PWD,2,1,0,0,0,0,0,1,1,5,,,,,,,,,
Un-Aided,05181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",110,0518129310,Electrical Engineering,120,92,0,18,10,1,DEF,2,1,0,0,0,0,0,1,1,5,,,,,,,,,
Un-Aided,05181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",110,0518129310,Electrical Engineering,120,92,0,18,10,1,EWS,,,,,,,,,,,,,,,,,,,12
Un-Aided,05181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",108,0518137210,Electronics and Telecommunication Engg,120,90,0,18,12,1,HU,16,8,5,2,4,1,2,0,2,0,1,1,1,0,7,3,4,2,59
Un-Aided,05181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",108,0518137210,Electronics and Telecommunication Engg,120,90,0,18,12,1,OHU,6,2,1,1,2,0,0,0,1,0,0,1,1,0,3,1,0,1,20
Un-Aided,05181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",108,0518137210,Electronics and Telecommunication Engg,120,90,0,18,12,1,PWD,2,1,0,0,0,0,0,1,1,5,,,,,,,,,
Un-Aided,05181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",108,0518137210,Electronics and Telecommunication Engg,120,90,0,18,12,1,DEF,2,1,0,0,0,0,0,1,1,5,,,,,,,,,
Un-Aided,05181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",108,0518137210,Electronics and Telecommunication Engg,120,90,0,18,12,1,EWS,,,,,,,,,,,,,,,,,,,12
Un-Aided,05181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",116,0518161210,Mechanical Engineering,120,98,0,18,4,1,HU,18,7,6,2,3,2,1,1,1,0,2,1,0,1,9,4,4,2,64
Un-Aided,05181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",116,0518161210,Mechanical Engineering,120,98,0,18,4,1,OHU,7,3,2,1,0,1,0,1,0,1,1,0,0,0,3,1,2,0,23
Un-Aided,05181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",116,0518161210,Mechanical Engineering,120,98,0,18,4,1,PWD,2,1,0,0,0,0,0,1,1,5,,,,,,,,,
Un-Aided,05181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",116,0518161210,Mechanical Engineering,120,98,0,18,4,1,DEF,2,1,0,0,0,0,0,1,1,5,,,,,,,,,
Un-Aided,05181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",116,0518161210,Mechanical Engineering,120,98,0,18,4,1,EWS,,,,,,,,,,,,,,,,,,,12
Un-Aided,05181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",48,0518199510,Artificial Intelligence and Data Science,60,39,0,9,12,0,HU,6,3,2,1,2,0,1,0,0,1,0,0,1,0,4,1,2,0,24
Un-Aided,05181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",48,0518199510,Artificial Intelligence and Data Science,60,39,0,9,12,0,OHU,2,2,2,0,1,0,0,0,0,0,1,0,0,0,2,1,1,1,13
Un-Aided,05181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",48,0518199510,Artificial Intelligence and Data Science,60,39,0,9,12,0,PWD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,
Un-Aided,05181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",48,0518199510,Artificial Intelligence and Data Science,60,39,0,9,12,0,DEF,1,0,0,0,0,0,0,0,0,1,,,,,,,,,
Un-Aided,05181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",48,0518199510,Artificial Intelligence and Data Science,60,39,0,9,12,0,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",60,0518219110,Civil Engineering,60,51,0,9,0,1,HU,9,4,4,1,1,1,0,1,0,0,1,1,0,0,4,2,2,2,33
Un-Aided,05182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",60,0518219110,Civil Engineering,60,51,0,9,0,1,OHU,4,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,13
Un-Aided,05182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",60,0518219110,Civil Engineering,60,51,0,9,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",60,0518219110,Civil Engineering,60,51,0,9,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",60,0518219110,Civil Engineering,60,51,0,9,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",96,0518224510,Computer Engineering,120,78,0,18,24,1,HU,14,6,4,2,3,1,1,0,2,0,1,0,1,1,5,3,5,1,50
Un-Aided,05182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",96,0518224510,Computer Engineering,120,78,0,18,24,1,OHU,5,2,2,1,1,0,1,0,0,0,0,1,0,0,2,2,1,1,19
Un-Aided,05182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",96,0518224510,Computer Engineering,120,78,0,18,24,1,PWD,2,1,0,0,0,0,0,1,0,4,,,,,,,,,
Un-Aided,05182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",96,0518224510,Computer Engineering,120,78,0,18,24,1,DEF,2,1,0,0,0,0,0,1,0,4,,,,,,,,,
Un-Aided,05182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",96,0518224510,Computer Engineering,120,78,0,18,24,1,EWS,,,,,,,,,,,,,,,,,,,12
Un-Aided,05182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",96,0518226310,Artificial Intelligence (AI) and Data Science,120,78,0,18,24,1,HU,14,6,4,2,2,1,2,1,0,1,2,0,0,0,7,3,2,2,49
Un-Aided,05182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",96,0518226310,Artificial Intelligence (AI) and Data Science,120,78,0,18,24,1,OHU,5,2,2,0,1,1,0,0,1,0,1,0,0,1,3,0,2,1,20
Un-Aided,05182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",96,0518226310,Artificial Intelligence (AI) and Data Science,120,78,0,18,24,1,PWD,2,1,0,0,0,0,0,1,0,4,,,,,,,,,
Un-Aided,05182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",96,0518226310,Artificial Intelligence (AI) and Data Science,120,78,0,18,24,1,DEF,2,1,0,0,0,0,0,1,0,4,,,,,,,,,
Un-Aided,05182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",96,0518226310,Artificial Intelligence (AI) and Data Science,120,78,0,18,24,1,EWS,,,,,,,,,,,,,,,,,,,12
Un-Aided,05182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",60,0518229310,Electrical Engineering,60,51,0,9,0,1,HU,9,4,3,2,2,1,0,0,1,0,1,1,2,0,4,1,3,1,35
Un-Aided,05182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",60,0518229310,Electrical Engineering,60,51,0,9,0,1,OHU,3,2,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,11
Un-Aided,05182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",60,0518229310,Electrical Engineering,60,51,0,9,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",60,0518229310,Electrical Engineering,60,51,0,9,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",60,0518229310,Electrical Engineering,60,51,0,9,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",60,0518237210,Electronics and Telecommunication Engg,60,51,0,9,0,1,HU,10,3,3,1,1,1,2,0,1,0,1,0,0,0,4,2,2,1,32
Un-Aided,05182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",60,0518237210,Electronics and Telecommunication Engg,60,51,0,9,0,1,OHU,4,1,2,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,14
Un-Aided,05182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",60,0518237210,Electronics and Telecommunication Engg,60,51,0,9,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",60,0518237210,Electronics and Telecommunication Engg,60,51,0,9,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",60,0518237210,Electronics and Telecommunication Engg,60,51,0,9,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",60,0518261210,Mechanical Engineering,60,51,0,9,0,1,HU,9,4,4,1,2,1,0,0,0,1,1,1,0,1,4,1,3,1,34
Un-Aided,05182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",60,0518261210,Mechanical Engineering,60,51,0,9,0,1,OHU,3,2,0,1,1,0,1,0,0,1,0,0,0,0,2,0,1,0,12
Un-Aided,05182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",60,0518261210,Mechanical Engineering,60,51,0,9,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",60,0518261210,Mechanical Engineering,60,51,0,9,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",60,0518261210,Mechanical Engineering,60,51,0,9,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided  Religious Minority - Christian,05184,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",27,0518419110,Civil Engineering,27,11,14,2,0,0,HU,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Un-Aided  Religious Minority - Christian,05184,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",27,0518419110,Civil Engineering,27,11,14,2,0,0,OHU,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Un-Aided  Religious Minority - Christian,05184,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",27,0518419110,Civil Engineering,27,11,14,2,0,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided  Religious Minority - Christian,05184,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",27,0518419110,Civil Engineering,27,11,14,2,0,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided  Religious Minority - Christian,05184,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",27,0518419110,Civil Engineering,27,11,14,2,0,0,EWS,,,,,,,,,,,,,,,,,,,0
Un-Aided  Religious Minority - Christian,05184,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",27,0518424510,Computer Engineering,27,11,14,2,0,0,HU,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Un-Aided  Religious Minority - Christian,05184,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",27,0518424510,Computer Engineering,27,11,14,2,0,0,OHU,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Un-Aided  Religious Minority - Christian,05184,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",27,0518424510,Computer Engineering,27,11,14,2,0,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided  Religious Minority - Christian,05184,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",27,0518424510,Computer Engineering,27,11,14,2,0,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided  Religious Minority - Christian,05184,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",27,0518424510,Computer Engineering,27,11,14,2,0,0,EWS,,,,,,,,,,,,,,,,,,,0
Un-Aided  Religious Minority - Christian,05184,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",30,0518429310,Electrical Engineering,30,13,15,2,0,0,HU,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Un-Aided  Religious Minority - Christian,05184,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",30,0518429310,Electrical Engineering,30,13,15,2,0,0,OHU,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Un-Aided  Religious Minority - Christian,05184,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",30,0518429310,Electrical Engineering,30,13,15,2,0,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided  Religious Minority - Christian,05184,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",30,0518429310,Electrical Engineering,30,13,15,2,0,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided  Religious Minority - Christian,05184,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",30,0518429310,Electrical Engineering,30,13,15,2,0,0,EWS,,,,,,,,,,,,,,,,,,,0
Un-Aided  Religious Minority - Christian,05184,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",27,0518437210,Electronics and Telecommunication Engg,27,11,14,2,0,0,HU,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Un-Aided  Religious Minority - Christian,05184,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",27,0518437210,Electronics and Telecommunication Engg,27,11,14,2,0,0,OHU,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Un-Aided  Religious Minority - Christian,05184,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",27,0518437210,Electronics and Telecommunication Engg,27,11,14,2,0,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided  Religious Minority - Christian,05184,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",27,0518437210,Electronics and Telecommunication Engg,27,11,14,2,0,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided  Religious Minority - Christian,05184,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",27,0518437210,Electronics and Telecommunication Engg,27,11,14,2,0,0,EWS,,,,,,,,,,,,,,,,,,,0
Un-Aided  Religious Minority - Christian,05184,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",27,0518461210,Mechanical Engineering,27,11,14,2,0,0,HU,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
